time,station,part,activity
2025-07-21T12:36:49.307349,S1,P5,UNLOAD
2025-07-21T12:36:51.102416,S5,P10,BLOCK
2025-07-21T12:36:52.008008,S1,P5,TRANSFER
2025-07-21T12:36:52.474848,S1,P9,LOAD
2025-07-21T12:36:53.161068,S5,P10,TRANSFER
2025-07-21T12:36:53.333411,S5,P11,LOAD
2025-07-21T12:36:53.732294,S3,P3,UNLOAD
2025-07-21T12:36:56.457593,S1,P9,PROCESS
2025-07-21T12:36:56.548095,S3,P3,TRANSFER
2025-07-21T12:36:56.633797,S5,P11,PROCESS
2025-07-21T12:36:57.137872,S2,P5,LOAD
2025-07-21T12:37:00.588052,S2,P5,PROCESS
2025-07-21T12:37:03.042322,S3,P4,LOAD
2025-07-21T12:37:05.454660,S2,P5,UNLOAD
2025-07-21T12:37:06.971611,S5,P11,UNLOAD
2025-07-21T12:37:07.039826,S3,P4,PROCESS
2025-07-21T12:37:07.252954,S2,P5,TRANSFER
2025-07-21T12:37:08.823868,S5,P11,BLOCK
2025-07-21T12:37:10.547248,S1,P9,UNLOAD
2025-07-21T12:37:13.304359,S1,P9,TRANSFER
2025-07-21T12:37:13.837570,S1,P7,LOAD
2025-07-21T12:37:14.499236,S5,P11,TRANSFER
2025-07-21T12:37:14.697062,S5,P12,LOAD
2025-07-21T12:37:14.979183,S3,P4,UNLOAD
2025-07-21T12:37:17.750555,S3,P4,TRANSFER
2025-07-21T12:37:17.983628,S5,P12,PROCESS
2025-07-21T12:37:18.084947,S2,P9,LOAD
2025-07-21T12:37:18.153677,S1,P7,PROCESS
2025-07-21T12:37:21.484059,S2,P9,PROCESS
2025-07-21T12:37:21.886035,S3,P5,LOAD
2025-07-21T12:37:25.859031,S3,P5,PROCESS
2025-07-21T12:37:26.300660,S2,P9,UNLOAD
2025-07-21T12:37:28.142809,S2,P9,TRANSFER
2025-07-21T12:37:29.863411,S1,P7,UNLOAD
2025-07-21T12:37:31.117950,S5,P12,UNLOAD
2025-07-21T12:37:32.610202,S3,P5,UNLOAD
2025-07-21T12:37:32.896805,S1,P7,TRANSFER
2025-07-21T12:37:33.241450,S5,P12,BLOCK
2025-07-21T12:37:33.348241,S1,P8,LOAD
2025-07-21T12:37:33.972692,S5,P12,TRANSFER
2025-07-21T12:37:34.145327,S5,P1,LOAD
2025-07-21T12:37:35.430714,S3,P5,TRANSFER
2025-07-21T12:37:37.448095,S5,P1,PROCESS
2025-07-21T12:37:37.572394,S1,P8,PROCESS
2025-07-21T12:37:38.286919,S2,P7,LOAD
2025-07-21T12:37:41.736737,S2,P7,PROCESS
2025-07-21T12:37:42.561931,S3,P9,LOAD
2025-07-21T12:37:46.583073,S3,P9,PROCESS
2025-07-21T12:37:46.845911,S2,P7,UNLOAD
2025-07-21T12:37:48.684137,S2,P7,TRANSFER
2025-07-21T12:37:49.411157,S5,P1,UNLOAD
2025-07-21T12:37:49.771724,S1,P8,UNLOAD
2025-07-21T12:37:51.303081,S5,P1,BLOCK
2025-07-21T12:37:52.556205,S1,P8,TRANSFER
2025-07-21T12:37:53.110208,S1,P6,LOAD
2025-07-21T12:37:53.332409,S3,P9,UNLOAD
2025-07-21T12:37:53.778552,S5,P1,TRANSFER
2025-07-21T12:37:53.948401,S5,P2,LOAD
2025-07-21T12:37:56.085696,S3,P9,TRANSFER
2025-07-21T12:37:57.288571,S5,P2,PROCESS
2025-07-21T12:37:57.430280,S1,P6,PROCESS
2025-07-21T12:37:57.836132,S2,P8,LOAD
2025-07-21T12:38:01.333794,S2,P8,PROCESS
2025-07-21T12:38:03.011176,S3,P7,LOAD
2025-07-21T12:38:06.601387,S2,P8,UNLOAD
2025-07-21T12:38:06.990578,S3,P7,PROCESS
2025-07-21T12:38:08.427276,S2,P8,TRANSFER
2025-07-21T12:38:09.149012,S5,P2,UNLOAD
2025-07-21T12:38:10.619431,S1,P6,UNLOAD
2025-07-21T12:38:10.840457,S5,P2,BLOCK
2025-07-21T12:38:13.357214,S1,P6,TRANSFER
2025-07-21T12:38:13.579891,S3,P7,UNLOAD
2025-07-21T12:38:13.856874,S1,P10,LOAD
2025-07-21T12:38:14.505387,S5,P2,TRANSFER
2025-07-21T12:38:14.682613,S5,P3,LOAD
2025-07-21T12:38:16.383119,S3,P7,TRANSFER
2025-07-21T12:38:17.972160,S5,P3,PROCESS
2025-07-21T12:38:18.155028,S1,P10,PROCESS
2025-07-21T12:38:18.555929,S2,P6,LOAD
2025-07-21T12:38:21.951927,S2,P6,PROCESS
2025-07-21T12:38:22.677214,S3,P8,LOAD
2025-07-21T12:38:26.566462,S2,P6,UNLOAD
2025-07-21T12:38:26.701774,S3,P8,PROCESS
2025-07-21T12:38:28.354140,S2,P6,TRANSFER
2025-07-21T12:38:29.585253,S5,P3,UNLOAD
2025-07-21T12:38:30.643648,S1,P10,UNLOAD
2025-07-21T12:38:31.346952,S5,P3,BLOCK
2025-07-21T12:38:33.294123,S1,P10,TRANSFER
2025-07-21T12:38:33.780120,S1,P11,LOAD
2025-07-21T12:38:34.393418,S5,P3,TRANSFER
2025-07-21T12:38:34.566476,S3,P8,UNLOAD
2025-07-21T12:38:34.583130,S5,P4,LOAD
2025-07-21T12:38:37.340934,S3,P8,TRANSFER
2025-07-21T12:38:37.894426,S5,P4,PROCESS
2025-07-21T12:38:37.986769,S1,P11,PROCESS
2025-07-21T12:38:38.517327,S2,P10,LOAD
2025-07-21T12:38:41.855960,S2,P10,PROCESS
2025-07-21T12:38:42.905714,S3,P6,LOAD
2025-07-21T12:38:46.676797,S2,P10,UNLOAD
2025-07-21T12:38:46.872330,S3,P6,PROCESS
2025-07-21T12:38:48.526356,S2,P10,TRANSFER
2025-07-21T12:38:49.919631,S1,P11,UNLOAD
2025-07-21T12:38:50.316934,S5,P4,UNLOAD
2025-07-21T12:38:52.218447,S5,P4,BLOCK
2025-07-21T12:38:52.552857,S1,P11,TRANSFER
2025-07-21T12:38:53.036169,S1,P12,LOAD
2025-07-21T12:38:53.596574,S5,P4,TRANSFER
2025-07-21T12:38:53.780630,S5,P5,LOAD
2025-07-21T12:38:53.782891,S3,P6,UNLOAD
2025-07-21T12:38:56.586516,S3,P6,TRANSFER
2025-07-21T12:38:57.075195,S5,P5,PROCESS
2025-07-21T12:38:57.336652,S1,P12,PROCESS
2025-07-21T12:38:57.831517,S2,P11,LOAD
2025-07-21T12:39:01.163801,S2,P11,PROCESS
2025-07-21T12:39:02.888999,S3,P10,LOAD
2025-07-21T12:39:06.833025,S2,P11,UNLOAD
2025-07-21T12:39:06.920030,S3,P10,PROCESS
2025-07-21T12:39:08.492417,S1,P12,UNLOAD
2025-07-21T12:39:08.696844,S2,P11,TRANSFER
2025-07-21T12:39:10.302440,S5,P5,UNLOAD
2025-07-21T12:39:11.201820,S1,P12,TRANSFER
2025-07-21T12:39:11.639806,S1,P1,LOAD
2025-07-21T12:39:12.563157,S5,P5,TRANSFER
2025-07-21T12:39:12.769408,S5,P9,LOAD
2025-07-21T12:39:14.690256,S3,P10,UNLOAD
2025-07-21T12:39:15.892606,S1,P1,PROCESS
2025-07-21T12:39:16.052645,S5,P9,PROCESS
2025-07-21T12:39:16.503463,S2,P12,LOAD
2025-07-21T12:39:17.509166,S3,P10,TRANSFER
2025-07-21T12:39:19.910151,S2,P12,PROCESS
2025-07-21T12:39:23.123142,S3,P11,LOAD
2025-07-21T12:39:24.563453,S2,P12,UNLOAD
2025-07-21T12:39:26.406009,S2,P12,TRANSFER
2025-07-21T12:39:27.122703,S3,P11,PROCESS
2025-07-21T12:39:27.209729,S5,P9,UNLOAD
2025-07-21T12:39:28.233338,S1,P1,UNLOAD
2025-07-21T12:39:28.949696,S5,P9,BLOCK
2025-07-21T12:39:30.943663,S1,P1,TRANSFER
2025-07-21T12:39:31.386793,S1,P2,LOAD
2025-07-21T12:39:32.099247,S5,P9,TRANSFER
2025-07-21T12:39:32.276700,S5,P7,LOAD
2025-07-21T12:39:33.867247,S3,P11,UNLOAD
2025-07-21T12:39:35.617702,S5,P7,PROCESS
2025-07-21T12:39:35.635401,S1,P2,PROCESS
2025-07-21T12:39:36.471852,S2,P1,LOAD
2025-07-21T12:39:36.631391,S3,P11,TRANSFER
2025-07-21T12:39:39.866757,S2,P1,PROCESS
2025-07-21T12:39:40.870332,S3,P12,LOAD
2025-07-21T12:39:43.661616,S2,P1,UNLOAD
2025-07-21T12:39:44.889465,S3,P12,PROCESS
2025-07-21T12:39:45.442740,S2,P1,TRANSFER
2025-07-21T12:39:47.327133,S1,P2,UNLOAD
2025-07-21T12:39:47.739101,S5,P7,UNLOAD
2025-07-21T12:39:49.529310,S5,P7,BLOCK
2025-07-21T12:39:50.407619,S1,P2,TRANSFER
2025-07-21T12:39:50.832107,S1,P3,LOAD
2025-07-21T12:39:51.441441,S5,P7,TRANSFER
2025-07-21T12:39:51.629257,S5,P8,LOAD
2025-07-21T12:39:51.849013,S3,P12,UNLOAD
2025-07-21T12:39:54.659927,S3,P12,TRANSFER
2025-07-21T12:39:54.983584,S5,P8,PROCESS
2025-07-21T12:39:55.047040,S1,P3,PROCESS
2025-07-21T12:39:55.801820,S2,P2,LOAD
2025-07-21T12:39:59.143345,S2,P2,PROCESS
2025-07-21T12:39:59.745773,S3,P1,LOAD
2025-07-21T12:40:03.762016,S3,P1,PROCESS
2025-07-21T12:40:04.352776,S2,P2,UNLOAD
2025-07-21T12:40:06.143714,S2,P2,TRANSFER
2025-07-21T12:40:06.702676,S5,P8,UNLOAD
2025-07-21T12:40:07.454455,S1,P3,UNLOAD
2025-07-21T12:40:08.679392,S5,P8,BLOCK
2025-07-21T12:40:10.244296,S1,P3,TRANSFER
2025-07-21T12:40:10.656215,S1,P4,LOAD
2025-07-21T12:40:11.274459,S5,P8,TRANSFER
2025-07-21T12:40:11.279371,S3,P1,UNLOAD
2025-07-21T12:40:11.461954,S5,P6,LOAD
2025-07-21T12:40:14.091200,S3,P1,TRANSFER
2025-07-21T12:40:14.634270,S1,P4,PROCESS
2025-07-21T12:40:14.808471,S5,P6,PROCESS
2025-07-21T12:40:15.546723,S2,P3,LOAD
2025-07-21T12:40:18.954616,S2,P3,PROCESS
2025-07-21T12:40:20.615875,S3,P2,LOAD
2025-07-21T12:40:24.577380,S2,P3,UNLOAD
2025-07-21T12:40:24.728579,S3,P2,PROCESS
2025-07-21T12:40:25.962116,S5,P6,UNLOAD
2025-07-21T12:40:26.347281,S2,P3,TRANSFER
2025-07-21T12:40:27.141678,S1,P4,UNLOAD
2025-07-21T12:40:27.670605,S5,P6,BLOCK
2025-07-21T12:40:29.908048,S1,P4,TRANSFER
2025-07-21T12:40:30.358020,S1,P5,LOAD
2025-07-21T12:40:31.140062,S5,P6,TRANSFER
2025-07-21T12:40:31.401908,S5,P10,LOAD
2025-07-21T12:40:31.992170,S3,P2,UNLOAD
2025-07-21T12:40:34.696453,S1,P5,PROCESS
2025-07-21T12:40:34.698396,S5,P10,PROCESS
2025-07-21T12:40:34.721993,S3,P2,TRANSFER
2025-07-21T12:40:35.103777,S2,P4,LOAD
2025-07-21T12:40:38.501512,S2,P4,PROCESS
2025-07-21T12:40:40.818998,S3,P3,LOAD
2025-07-21T12:40:44.839459,S3,P3,PROCESS
2025-07-21T12:40:44.936518,S2,P4,UNLOAD
2025-07-21T12:40:46.702031,S2,P4,TRANSFER
2025-07-21T12:40:47.530387,S5,P10,UNLOAD
2025-07-21T12:40:47.695251,S1,P5,UNLOAD
2025-07-21T12:40:49.267617,S5,P10,BLOCK
2025-07-21T12:40:50.402670,S1,P5,TRANSFER
2025-07-21T12:40:50.832401,S1,P9,LOAD
2025-07-21T12:40:51.588346,S5,P10,TRANSFER
2025-07-21T12:40:51.762435,S5,P11,LOAD
2025-07-21T12:40:52.055883,S3,P3,UNLOAD
2025-07-21T12:40:54.840080,S3,P3,TRANSFER
2025-07-21T12:40:55.121239,S5,P11,PROCESS
2025-07-21T12:40:55.132799,S1,P9,PROCESS
2025-07-21T12:40:55.540542,S2,P5,LOAD
2025-07-21T12:40:58.934053,S2,P5,PROCESS
2025-07-21T12:41:01.489006,S3,P4,LOAD
2025-07-21T12:41:04.667995,S2,P5,UNLOAD
2025-07-21T12:41:05.510826,S3,P4,PROCESS
2025-07-21T12:41:06.497943,S2,P5,TRANSFER
2025-07-21T12:41:07.701479,S1,P9,UNLOAD
2025-07-21T12:41:08.404337,S5,P11,UNLOAD
2025-07-21T12:41:10.108083,S5,P11,BLOCK
2025-07-21T12:41:10.466945,S1,P9,TRANSFER
2025-07-21T12:41:10.929540,S1,P7,LOAD
2025-07-21T12:41:11.501155,S5,P11,TRANSFER
2025-07-21T12:41:11.676740,S5,P12,LOAD
2025-07-21T12:41:12.972198,S3,P4,UNLOAD
2025-07-21T12:41:15.010509,S5,P12,PROCESS
2025-07-21T12:41:15.076523,S1,P7,PROCESS
2025-07-21T12:41:15.654150,S2,P9,LOAD
2025-07-21T12:41:15.746940,S3,P4,TRANSFER
2025-07-21T12:41:18.946940,S2,P9,PROCESS
2025-07-21T12:41:20.999091,S3,P5,LOAD
2025-07-21T12:41:24.112103,S2,P9,UNLOAD
2025-07-21T12:41:24.972648,S3,P5,PROCESS
2025-07-21T12:41:25.937321,S2,P9,TRANSFER
2025-07-21T12:41:27.544449,S5,P12,UNLOAD
2025-07-21T12:41:27.712470,S1,P7,UNLOAD
2025-07-21T12:41:29.241166,S5,P12,BLOCK
2025-07-21T12:41:30.394302,S1,P7,TRANSFER
2025-07-21T12:41:30.836653,S1,P8,LOAD
2025-07-21T12:41:31.366067,S3,P5,UNLOAD
2025-07-21T12:41:31.557903,S5,P12,TRANSFER
2025-07-21T12:41:31.741723,S5,P1,LOAD
2025-07-21T12:41:34.178884,S3,P5,TRANSFER
2025-07-21T12:41:35.087346,S5,P1,PROCESS
2025-07-21T12:41:35.165380,S1,P8,PROCESS
2025-07-21T12:41:35.660523,S2,P7,LOAD
2025-07-21T12:41:39.050103,S2,P7,PROCESS
2025-07-21T12:41:40.320520,S3,P9,LOAD
2025-07-21T12:41:43.556900,S2,P7,UNLOAD
2025-07-21T12:41:44.289635,S3,P9,PROCESS
2025-07-21T12:41:45.405761,S2,P7,TRANSFER
2025-07-21T12:41:47.305035,S5,P1,UNLOAD
2025-07-21T12:41:47.644390,S1,P8,UNLOAD
2025-07-21T12:41:49.137899,S5,P1,BLOCK
2025-07-21T12:41:50.413014,S1,P8,TRANSFER
2025-07-21T12:41:50.495035,S3,P9,UNLOAD
2025-07-21T12:41:50.920199,S1,P6,LOAD
2025-07-21T12:41:51.457781,S5,P1,TRANSFER
2025-07-21T12:41:51.637435,S5,P2,LOAD
2025-07-21T12:41:53.283041,S3,P9,TRANSFER
2025-07-21T12:41:54.930137,S5,P2,PROCESS
2025-07-21T12:41:55.197816,S1,P6,PROCESS
2025-07-21T12:41:55.634732,S2,P8,LOAD
2025-07-21T12:41:59.037350,S2,P8,PROCESS
2025-07-21T12:42:00.086496,S3,P7,LOAD
2025-07-21T12:42:04.059919,S2,P8,UNLOAD
2025-07-21T12:42:04.062535,S3,P7,PROCESS
2025-07-21T12:42:05.821507,S2,P8,TRANSFER
2025-07-21T12:42:07.608662,S5,P2,UNLOAD
2025-07-21T12:42:08.050254,S1,P6,UNLOAD
2025-07-21T12:42:09.403204,S5,P2,BLOCK
2025-07-21T12:42:09.844483,S3,P7,UNLOAD
2025-07-21T12:42:10.729427,S1,P6,TRANSFER
2025-07-21T12:42:11.267559,S1,P10,LOAD
2025-07-21T12:42:11.908729,S5,P2,TRANSFER
2025-07-21T12:42:12.091759,S5,P3,LOAD
2025-07-21T12:42:12.651174,S3,P7,TRANSFER
2025-07-21T12:42:15.399749,S5,P3,PROCESS
2025-07-21T12:42:15.581608,S1,P10,PROCESS
2025-07-21T12:42:16.100654,S2,P6,LOAD
2025-07-21T12:42:19.444617,S2,P6,PROCESS
2025-07-21T12:42:19.907006,S3,P8,LOAD
2025-07-21T12:42:23.932670,S3,P8,PROCESS
2025-07-21T12:42:24.155595,S2,P6,UNLOAD
2025-07-21T12:42:26.030094,S2,P6,TRANSFER
2025-07-21T12:42:26.183338,S1,P10,UNLOAD
2025-07-21T12:42:28.226473,S5,P3,UNLOAD
2025-07-21T12:42:28.952535,S1,P10,TRANSFER
2025-07-21T12:42:29.433697,S1,P11,LOAD
2025-07-21T12:42:30.529268,S5,P3,TRANSFER
2025-07-21T12:42:30.727272,S5,P4,LOAD
2025-07-21T12:42:30.940503,S3,P8,UNLOAD
2025-07-21T12:42:33.726971,S1,P11,PROCESS
2025-07-21T12:42:33.839869,S3,P8,TRANSFER
2025-07-21T12:42:34.038621,S5,P4,PROCESS
2025-07-21T12:42:34.070562,S2,P10,LOAD
2025-07-21T12:42:37.456304,S2,P10,PROCESS
2025-07-21T12:42:40.347906,S3,P6,LOAD
2025-07-21T12:42:42.836860,S2,P10,UNLOAD
2025-07-21T12:42:44.346101,S3,P6,PROCESS
2025-07-21T12:42:44.656959,S2,P10,TRANSFER
2025-07-21T12:42:44.909336,S1,P11,UNLOAD
2025-07-21T12:42:45.492645,S5,P4,UNLOAD
2025-07-21T12:42:47.280543,S5,P4,BLOCK
2025-07-21T12:42:47.583766,S1,P11,TRANSFER
2025-07-21T12:42:48.091692,S1,P12,LOAD
2025-07-21T12:42:48.734483,S5,P4,TRANSFER
2025-07-21T12:42:48.923899,S5,P5,LOAD
2025-07-21T12:42:52.202136,S5,P5,PROCESS
2025-07-21T12:42:52.316992,S3,P6,UNLOAD
2025-07-21T12:42:52.427474,S1,P12,PROCESS
2025-07-21T12:42:53.045890,S2,P11,LOAD
2025-07-21T12:42:55.110393,S3,P6,TRANSFER
2025-07-21T12:42:56.385266,S2,P11,PROCESS
2025-07-21T12:42:59.207115,S3,P10,LOAD
2025-07-21T12:43:03.180026,S3,P10,PROCESS
2025-07-21T12:43:03.223059,S2,P11,UNLOAD
2025-07-21T12:43:03.574470,S5,P5,UNLOAD
2025-07-21T12:43:05.106939,S2,P11,TRANSFER
2025-07-21T12:43:05.292629,S1,P12,UNLOAD
2025-07-21T12:43:05.299654,S5,P5,BLOCK
2025-07-21T12:43:07.934329,S1,P12,TRANSFER
2025-07-21T12:43:08.414053,S1,P1,LOAD
2025-07-21T12:43:09.125014,S5,P5,TRANSFER
2025-07-21T12:43:09.301085,S5,P9,LOAD
2025-07-21T12:43:10.298533,S3,P10,UNLOAD
2025-07-21T12:43:12.590156,S5,P9,PROCESS
2025-07-21T12:43:12.685607,S1,P1,PROCESS
2025-07-21T12:43:13.189632,S3,P10,TRANSFER
2025-07-21T12:43:13.286956,S2,P12,LOAD
2025-07-21T12:43:16.678075,S2,P12,PROCESS
2025-07-21T12:43:19.477557,S3,P11,LOAD
2025-07-21T12:43:22.152284,S2,P12,UNLOAD
2025-07-21T12:43:23.500356,S3,P11,PROCESS
2025-07-21T12:43:23.992701,S2,P12,TRANSFER
2025-07-21T12:43:24.432462,S1,P1,UNLOAD
2025-07-21T12:43:24.778084,S5,P9,UNLOAD
2025-07-21T12:43:26.683091,S5,P9,BLOCK
2025-07-21T12:43:27.085041,S1,P1,TRANSFER
2025-07-21T12:43:27.552821,S1,P2,LOAD
2025-07-21T12:43:28.195242,S5,P9,TRANSFER
2025-07-21T12:43:28.382029,S5,P7,LOAD
2025-07-21T12:43:31.690056,S3,P11,UNLOAD
2025-07-21T12:43:31.720665,S5,P7,PROCESS
2025-07-21T12:43:31.864951,S1,P2,PROCESS
2025-07-21T12:43:32.257913,S2,P1,LOAD
2025-07-21T12:43:34.469526,S3,P11,TRANSFER
2025-07-21T12:43:35.655814,S2,P1,PROCESS
2025-07-21T12:43:38.339784,S3,P12,LOAD
2025-07-21T12:43:40.214088,S2,P1,UNLOAD
2025-07-21T12:43:42.049940,S2,P1,TRANSFER
2025-07-21T12:43:42.381200,S3,P12,PROCESS
2025-07-21T12:43:43.125632,S1,P2,UNLOAD
2025-07-21T12:43:43.737396,S5,P7,UNLOAD
2025-07-21T12:43:45.672588,S5,P7,BLOCK
2025-07-21T12:43:45.840309,S1,P2,TRANSFER
2025-07-21T12:43:46.256629,S1,P3,LOAD
2025-07-21T12:43:46.824254,S5,P7,TRANSFER
2025-07-21T12:43:47.007695,S5,P8,LOAD
2025-07-21T12:43:47.957791,S3,P12,UNLOAD
2025-07-21T12:43:50.293086,S5,P8,PROCESS
2025-07-21T12:43:50.480853,S1,P3,PROCESS
2025-07-21T12:43:50.727835,S3,P12,TRANSFER
2025-07-21T12:43:51.123801,S2,P2,LOAD
2025-07-21T12:43:54.537963,S2,P2,PROCESS
2025-07-21T12:43:56.773201,S3,P1,LOAD
2025-07-21T12:43:59.809728,S2,P2,UNLOAD
2025-07-21T12:44:00.798542,S3,P1,PROCESS
2025-07-21T12:44:01.590723,S2,P2,TRANSFER
2025-07-21T12:44:02.744621,S1,P3,UNLOAD
2025-07-21T12:44:03.993011,S5,P8,UNLOAD
2025-07-21T12:44:05.869622,S1,P3,TRANSFER
2025-07-21T12:44:06.102381,S5,P8,BLOCK
2025-07-21T12:44:06.307544,S1,P4,LOAD
2025-07-21T12:44:06.976727,S5,P8,TRANSFER
2025-07-21T12:44:07.161780,S5,P6,LOAD
2025-07-21T12:44:07.245479,S3,P1,UNLOAD
2025-07-21T12:44:10.111985,S3,P1,TRANSFER
2025-07-21T12:44:10.122791,S1,P4,PROCESS
2025-07-21T12:44:10.468737,S5,P6,PROCESS
2025-07-21T12:44:11.132859,S2,P3,LOAD
2025-07-21T12:44:14.470559,S2,P3,PROCESS
2025-07-21T12:44:15.747129,S3,P2,LOAD
2025-07-21T12:44:19.762050,S3,P2,PROCESS
2025-07-21T12:44:20.914304,S2,P3,UNLOAD
2025-07-21T12:44:22.280252,S5,P6,UNLOAD
2025-07-21T12:44:22.699918,S2,P3,TRANSFER
2025-07-21T12:44:23.753005,S1,P4,UNLOAD
2025-07-21T12:44:23.973307,S5,P6,BLOCK
2025-07-21T12:44:26.463027,S1,P4,TRANSFER
2025-07-21T12:44:26.960772,S1,P5,LOAD
2025-07-21T12:44:27.672459,S5,P6,TRANSFER
2025-07-21T12:44:27.845248,S5,P10,LOAD
2025-07-21T12:44:27.887876,S3,P2,UNLOAD
2025-07-21T12:44:30.691206,S3,P2,TRANSFER
2025-07-21T12:44:31.149776,S5,P10,PROCESS
2025-07-21T12:44:31.300332,S1,P5,PROCESS
2025-07-21T12:44:32.030634,S2,P4,LOAD
2025-07-21T12:44:35.426143,S2,P4,PROCESS
2025-07-21T12:44:37.102997,S3,P3,LOAD
2025-07-21T12:44:40.998138,S2,P4,UNLOAD
2025-07-21T12:44:41.121436,S3,P3,PROCESS
2025-07-21T12:44:42.873880,S2,P4,TRANSFER
2025-07-21T12:44:43.528371,S5,P10,UNLOAD
2025-07-21T12:44:44.759672,S1,P5,UNLOAD
2025-07-21T12:44:45.273738,S5,P10,BLOCK
2025-07-21T12:44:47.396951,S1,P5,TRANSFER
2025-07-21T12:44:47.826213,S1,P9,LOAD
2025-07-21T12:44:48.227449,S3,P3,UNLOAD
2025-07-21T12:44:48.391762,S5,P10,TRANSFER
2025-07-21T12:44:48.639840,S5,P11,LOAD
2025-07-21T12:44:50.999699,S3,P3,TRANSFER
2025-07-21T12:44:51.936792,S1,P9,PROCESS
2025-07-21T12:44:51.989725,S5,P11,PROCESS
2025-07-21T12:44:52.673827,S2,P5,LOAD
2025-07-21T12:44:56.067232,S2,P5,PROCESS
2025-07-21T12:44:57.088587,S3,P4,LOAD
2025-07-21T12:45:00.115719,S2,P5,UNLOAD
2025-07-21T12:45:01.119010,S3,P4,PROCESS
2025-07-21T12:45:02.033303,S2,P5,TRANSFER
2025-07-21T12:45:03.297830,S5,P11,UNLOAD
2025-07-21T12:45:04.461286,S1,P9,UNLOAD
2025-07-21T12:45:05.010890,S5,P11,BLOCK
2025-07-21T12:45:07.175001,S1,P9,TRANSFER
2025-07-21T12:45:07.624706,S1,P7,LOAD
2025-07-21T12:45:08.239114,S5,P11,TRANSFER
2025-07-21T12:45:08.429850,S5,P12,LOAD
2025-07-21T12:45:08.442314,S3,P4,UNLOAD
2025-07-21T12:45:11.217848,S3,P4,TRANSFER
2025-07-21T12:45:11.759679,S1,P7,PROCESS
2025-07-21T12:45:11.810520,S5,P12,PROCESS
2025-07-21T12:45:12.472556,S2,P9,LOAD
2025-07-21T12:45:15.863440,S2,P9,PROCESS
2025-07-21T12:45:16.397238,S3,P5,LOAD
2025-07-21T12:45:20.421689,S3,P5,PROCESS
2025-07-21T12:45:21.444143,S2,P9,UNLOAD
2025-07-21T12:45:23.294460,S2,P9,TRANSFER
2025-07-21T12:45:23.764382,S5,P12,UNLOAD
2025-07-21T12:45:24.952414,S1,P7,UNLOAD
2025-07-21T12:45:25.619994,S5,P12,BLOCK
2025-07-21T12:45:26.258598,S3,P5,UNLOAD
2025-07-21T12:45:27.656972,S1,P7,TRANSFER
2025-07-21T12:45:28.121364,S1,P8,LOAD
2025-07-21T12:45:28.751148,S5,P12,TRANSFER
2025-07-21T12:45:28.968686,S5,P1,LOAD
2025-07-21T12:45:29.290539,S3,P5,TRANSFER
2025-07-21T12:45:32.361429,S1,P8,PROCESS
2025-07-21T12:45:32.362022,S5,P1,PROCESS
2025-07-21T12:45:32.933533,S2,P7,LOAD
2025-07-21T12:45:36.324746,S2,P7,PROCESS
2025-07-21T12:45:37.988036,S3,P9,LOAD
2025-07-21T12:45:40.320519,S2,P7,UNLOAD
2025-07-21T12:45:41.987241,S3,P9,PROCESS
2025-07-21T12:45:42.136933,S2,P7,TRANSFER
2025-07-21T12:45:43.084957,S1,P8,UNLOAD
2025-07-21T12:45:43.767717,S5,P1,UNLOAD
2025-07-21T12:45:45.503779,S5,P1,BLOCK
2025-07-21T12:45:45.880105,S1,P8,TRANSFER
2025-07-21T12:45:46.371438,S1,P6,LOAD
2025-07-21T12:45:46.975357,S5,P1,TRANSFER
2025-07-21T12:45:47.152504,S5,P2,LOAD
2025-07-21T12:45:48.064460,S3,P9,UNLOAD
2025-07-21T12:45:50.490611,S5,P2,PROCESS
2025-07-21T12:45:50.680706,S1,P6,PROCESS
2025-07-21T12:45:50.892391,S3,P9,TRANSFER
2025-07-21T12:45:51.012052,S2,P8,LOAD
2025-07-21T12:45:54.415919,S2,P8,PROCESS
2025-07-21T12:45:56.387102,S3,P7,LOAD
2025-07-21T12:45:59.941440,S2,P8,UNLOAD
2025-07-21T12:46:00.399339,S3,P7,PROCESS
2025-07-21T12:46:01.746681,S2,P8,TRANSFER
2025-07-21T12:46:02.015472,S1,P6,UNLOAD
2025-07-21T12:46:03.687444,S5,P2,UNLOAD
2025-07-21T12:46:04.806334,S1,P6,TRANSFER
2025-07-21T12:46:05.289450,S1,P10,LOAD
2025-07-21T12:46:06.267364,S5,P2,TRANSFER
2025-07-21T12:46:06.464148,S5,P3,LOAD
2025-07-21T12:46:07.559471,S3,P7,UNLOAD
2025-07-21T12:46:09.586854,S1,P10,PROCESS
2025-07-21T12:46:09.809041,S5,P3,PROCESS
2025-07-21T12:46:10.103803,S2,P6,LOAD
2025-07-21T12:46:10.340066,S3,P7,TRANSFER
2025-07-21T12:46:13.560724,S2,P6,PROCESS
2025-07-21T12:46:16.379246,S3,P8,LOAD
2025-07-21T12:46:18.470820,S2,P6,UNLOAD
2025-07-21T12:46:20.276076,S2,P6,TRANSFER
2025-07-21T12:46:20.368686,S3,P8,PROCESS
2025-07-21T12:46:22.361634,S1,P10,UNLOAD
2025-07-21T12:46:23.052283,S5,P3,UNLOAD
2025-07-21T12:46:24.744411,S5,P3,BLOCK
2025-07-21T12:46:25.100166,S1,P10,TRANSFER
2025-07-21T12:46:25.553250,S1,P11,LOAD
2025-07-21T12:46:26.101401,S5,P3,TRANSFER
