time,station,part,activity
2025-07-21T15:03:25.672572,S2,P9,TRANSFER
2025-07-21T15:03:25.845825,S5,P12,UNLOAD
2025-07-21T15:03:26.031357,S1,P7,UNLOAD
2025-07-21T15:03:27.636791,S5,P12,BLOCK
2025-07-21T15:03:28.736065,S1,P7,TRANSFER
2025-07-21T15:03:28.986198,S3,P5,UNLOAD
2025-07-21T15:03:29.052515,S5,P12,TRANSFER
2025-07-21T15:03:29.151624,S1,P8,LOAD
2025-07-21T15:03:29.231050,S5,P1,LOAD
2025-07-21T15:03:31.778017,S3,P5,TRANSFER
2025-07-21T15:03:32.520367,S5,P1,PROCESS
2025-07-21T15:03:33.391299,S2,P7,LOAD
2025-07-21T15:03:33.420625,S1,P8,PROCESS
2025-07-21T15:03:36.779343,S2,P7,PROCESS
2025-07-21T15:03:40.114536,S3,P9,LOAD
2025-07-21T15:03:42.099982,S2,P7,UNLOAD
2025-07-21T15:03:42.854748,S5,P1,UNLOAD
2025-07-21T15:03:43.957936,S2,P7,TRANSFER
2025-07-21T15:03:44.144844,S3,P9,PROCESS
2025-07-21T15:03:44.593919,S1,P8,UNLOAD
2025-07-21T15:03:44.666864,S5,P1,BLOCK
2025-07-21T15:03:47.346146,S1,P8,TRANSFER
2025-07-21T15:03:47.703625,S5,P1,TRANSFER
2025-07-21T15:03:47.802798,S1,P6,LOAD
2025-07-21T15:03:47.885711,S5,P2,LOAD
2025-07-21T15:03:51.225917,S5,P2,PROCESS
2025-07-21T15:03:51.993581,S1,P6,PROCESS
2025-07-21T15:03:51.996758,S3,P9,UNLOAD
2025-07-21T15:03:52.050676,S2,P8,LOAD
2025-07-21T15:03:54.758956,S3,P9,TRANSFER
2025-07-21T15:03:55.451980,S2,P8,PROCESS
2025-07-21T15:03:58.396982,S3,P7,LOAD
2025-07-21T15:04:00.976117,S2,P8,UNLOAD
2025-07-21T15:04:02.426967,S3,P7,PROCESS
2025-07-21T15:04:02.487382,S5,P2,UNLOAD
2025-07-21T15:04:03.052612,S2,P8,TRANSFER
2025-07-21T15:04:03.823479,S1,P6,UNLOAD
2025-07-21T15:04:04.234138,S5,P2,BLOCK
2025-07-21T15:04:06.498820,S1,P6,TRANSFER
2025-07-21T15:04:06.917346,S5,P2,TRANSFER
2025-07-21T15:04:06.941281,S1,P10,LOAD
2025-07-21T15:04:07.097213,S5,P3,LOAD
2025-07-21T15:04:08.606374,S3,P7,UNLOAD
2025-07-21T15:04:10.445145,S5,P3,PROCESS
2025-07-21T15:04:11.141785,S2,P6,LOAD
2025-07-21T15:04:11.217525,S1,P10,PROCESS
2025-07-21T15:04:11.408027,S3,P7,TRANSFER
2025-07-21T15:04:14.586535,S2,P6,PROCESS
2025-07-21T15:04:17.402967,S3,P8,LOAD
2025-07-21T15:04:21.427216,S3,P8,PROCESS
2025-07-21T15:04:21.937261,S2,P6,UNLOAD
2025-07-21T15:04:23.576856,S5,P3,UNLOAD
2025-07-21T15:04:23.596519,S1,P10,UNLOAD
2025-07-21T15:04:23.811524,S2,P6,TRANSFER
2025-07-21T15:04:25.323053,S5,P3,BLOCK
2025-07-21T15:04:26.384212,S1,P10,TRANSFER
2025-07-21T15:04:26.695893,S5,P3,TRANSFER
2025-07-21T15:04:26.794970,S1,P11,LOAD
2025-07-21T15:04:26.881465,S5,P4,LOAD
2025-07-21T15:04:28.983600,S3,P8,UNLOAD
2025-07-21T15:04:30.235046,S5,P4,PROCESS
2025-07-21T15:04:31.035726,S1,P11,PROCESS
2025-07-21T15:04:31.261939,S2,P10,LOAD
2025-07-21T15:04:31.743567,S3,P8,TRANSFER
2025-07-21T15:04:34.650849,S2,P10,PROCESS
2025-07-21T15:04:37.897022,S3,P6,LOAD
2025-07-21T15:04:39.262272,S2,P10,UNLOAD
2025-07-21T15:04:41.079585,S2,P10,TRANSFER
2025-07-21T15:04:41.874377,S3,P6,PROCESS
2025-07-21T15:04:42.767572,S5,P4,UNLOAD
2025-07-21T15:04:43.434611,S1,P11,UNLOAD
2025-07-21T15:04:44.504060,S5,P4,BLOCK
2025-07-21T15:04:46.146365,S1,P11,TRANSFER
2025-07-21T15:04:46.555414,S1,P12,LOAD
2025-07-21T15:04:46.573898,S5,P4,TRANSFER
2025-07-21T15:04:46.743582,S5,P5,LOAD
2025-07-21T15:04:49.646348,S3,P6,UNLOAD
2025-07-21T15:04:50.031536,S5,P5,PROCESS
2025-07-21T15:04:50.792085,S2,P11,LOAD
2025-07-21T15:04:50.815584,S1,P12,PROCESS
2025-07-21T15:04:52.443982,S3,P6,TRANSFER
2025-07-21T15:04:54.241988,S2,P11,PROCESS
2025-07-21T15:04:55.408481,S3,P10,LOAD
2025-07-21T15:04:58.999718,S2,P11,UNLOAD
2025-07-21T15:04:59.428129,S3,P10,PROCESS
2025-07-21T15:05:00.577098,S5,P5,UNLOAD
2025-07-21T15:05:00.842155,S2,P11,TRANSFER
2025-07-21T15:05:02.035492,S1,P12,UNLOAD
2025-07-21T15:05:02.465917,S5,P5,BLOCK
2025-07-21T15:05:04.792936,S1,P12,TRANSFER
2025-07-21T15:05:05.214798,S1,P1,LOAD
2025-07-21T15:05:05.238791,S5,P5,TRANSFER
2025-07-21T15:05:05.417915,S5,P9,LOAD
2025-07-21T15:05:05.915187,S3,P10,UNLOAD
2025-07-21T15:05:08.664492,S3,P10,TRANSFER
2025-07-21T15:05:08.716225,S5,P9,PROCESS
2025-07-21T15:05:09.440709,S2,P12,LOAD
2025-07-21T15:05:09.472797,S1,P1,PROCESS
2025-07-21T15:05:12.829334,S2,P12,PROCESS
2025-07-21T15:05:15.176510,S3,P11,LOAD
2025-07-21T15:05:18.405709,S2,P12,UNLOAD
2025-07-21T15:05:19.203521,S3,P11,PROCESS
2025-07-21T15:05:19.868197,S5,P9,UNLOAD
2025-07-21T15:05:20.307301,S2,P12,TRANSFER
2025-07-21T15:05:21.104498,S1,P1,UNLOAD
2025-07-21T15:05:21.614190,S5,P9,BLOCK
2025-07-21T15:05:23.824229,S1,P1,TRANSFER
2025-07-21T15:05:24.323330,S1,P2,LOAD
2025-07-21T15:05:24.344879,S5,P9,TRANSFER
2025-07-21T15:05:24.525082,S5,P7,LOAD
2025-07-21T15:05:26.823578,S3,P11,UNLOAD
2025-07-21T15:05:27.813797,S5,P7,PROCESS
2025-07-21T15:05:28.540175,S2,P1,LOAD
2025-07-21T15:05:28.563965,S1,P2,PROCESS
2025-07-21T15:05:29.578066,S3,P11,TRANSFER
2025-07-21T15:05:31.937169,S2,P1,PROCESS
2025-07-21T15:05:34.726202,S3,P12,LOAD
2025-07-21T15:05:36.394833,S2,P1,UNLOAD
2025-07-21T15:05:38.299498,S2,P1,TRANSFER
2025-07-21T15:05:38.716859,S3,P12,PROCESS
2025-07-21T15:05:39.637409,S5,P7,UNLOAD
2025-07-21T15:05:40.746622,S1,P2,UNLOAD
2025-07-21T15:05:41.600989,S5,P7,BLOCK
2025-07-21T15:05:43.526744,S1,P2,TRANSFER
2025-07-21T15:05:43.994952,S1,P3,LOAD
2025-07-21T15:05:44.042516,S5,P7,TRANSFER
2025-07-21T15:05:44.225740,S5,P8,LOAD
2025-07-21T15:05:46.683727,S3,P12,UNLOAD
2025-07-21T15:05:47.564310,S5,P8,PROCESS
2025-07-21T15:05:48.089080,S2,P2,LOAD
2025-07-21T15:05:48.347250,S1,P3,PROCESS
2025-07-21T15:05:49.383747,S3,P12,TRANSFER
2025-07-21T15:05:51.478682,S2,P2,PROCESS
2025-07-21T15:05:52.686205,S3,P1,LOAD
2025-07-21T15:05:56.699321,S2,P2,UNLOAD
2025-07-21T15:05:56.714393,S3,P1,PROCESS
2025-07-21T15:05:58.539140,S2,P2,TRANSFER
2025-07-21T15:05:59.038490,S5,P8,UNLOAD
2025-07-21T15:06:00.727469,S5,P8,BLOCK
2025-07-21T15:06:01.002772,S1,P3,UNLOAD
2025-07-21T15:06:03.456717,S3,P1,UNLOAD
2025-07-21T15:06:03.699945,S1,P3,TRANSFER
2025-07-21T15:06:04.131337,S1,P4,LOAD
2025-07-21T15:06:04.131715,S5,P8,TRANSFER
2025-07-21T15:06:04.336277,S5,P6,LOAD
2025-07-21T15:06:06.286406,S3,P1,TRANSFER
2025-07-21T15:06:07.647486,S5,P6,PROCESS
2025-07-21T15:06:08.298129,S2,P3,LOAD
2025-07-21T15:06:08.428949,S1,P4,PROCESS
2025-07-21T15:06:11.625811,S2,P3,PROCESS
2025-07-21T15:06:12.912365,S3,P2,LOAD
2025-07-21T15:06:16.878874,S3,P2,PROCESS
2025-07-21T15:06:17.296246,S2,P3,UNLOAD
2025-07-21T15:06:19.121857,S2,P3,TRANSFER
2025-07-21T15:06:19.336950,S1,P4,UNLOAD
2025-07-21T15:06:20.323066,S5,P6,UNLOAD
2025-07-21T15:06:22.146237,S1,P4,TRANSFER
2025-07-21T15:06:22.613612,S1,P5,LOAD
2025-07-21T15:06:22.766906,S5,P6,TRANSFER
2025-07-21T15:06:22.922592,S3,P2,UNLOAD
2025-07-21T15:06:22.962492,S5,P10,LOAD
2025-07-21T15:06:25.859075,S3,P2,TRANSFER
2025-07-21T15:06:26.286472,S5,P10,PROCESS
2025-07-21T15:06:26.394982,S1,P5,PROCESS
2025-07-21T15:06:26.719295,S2,P4,LOAD
2025-07-21T15:06:30.113170,S2,P4,PROCESS
2025-07-21T15:06:33.575227,S3,P3,LOAD
2025-07-21T15:06:33.657988,S2,P4,UNLOAD
2025-07-21T15:06:35.455738,S2,P4,TRANSFER
2025-07-21T15:06:37.608038,S3,P3,PROCESS
2025-07-21T15:06:38.422232,S1,P5,UNLOAD
2025-07-21T15:06:39.214883,S5,P10,UNLOAD
2025-07-21T15:06:41.317298,S1,P5,TRANSFER
2025-07-21T15:06:41.323219,S5,P10,BLOCK
2025-07-21T15:06:41.680385,S5,P10,TRANSFER
2025-07-21T15:06:41.752213,S1,P9,LOAD
2025-07-21T15:06:41.855040,S5,P11,LOAD
2025-07-21T15:06:44.752808,S3,P3,UNLOAD
2025-07-21T15:06:45.146211,S5,P11,PROCESS
2025-07-21T15:06:46.013031,S1,P9,PROCESS
2025-07-21T15:06:46.055125,S2,P5,LOAD
2025-07-21T15:06:47.529658,S3,P3,TRANSFER
2025-07-21T15:06:49.409581,S2,P5,PROCESS
2025-07-21T15:06:49.962334,S3,P4,LOAD
2025-07-21T15:06:53.974899,S3,P4,PROCESS
2025-07-21T15:06:54.271671,S2,P5,UNLOAD
2025-07-21T15:06:56.275102,S2,P5,TRANSFER
2025-07-21T15:06:58.040625,S1,P9,UNLOAD
2025-07-21T15:06:58.083569,S5,P11,UNLOAD
2025-07-21T15:06:59.851201,S5,P11,BLOCK
2025-07-21T15:07:00.567247,S3,P4,UNLOAD
2025-07-21T15:07:00.796135,S1,P9,TRANSFER
2025-07-21T15:07:01.292453,S5,P11,TRANSFER
2025-07-21T15:07:01.319504,S1,P7,LOAD
2025-07-21T15:07:01.472263,S5,P12,LOAD
2025-07-21T15:07:03.425513,S3,P4,TRANSFER
2025-07-21T15:07:04.823566,S5,P12,PROCESS
2025-07-21T15:07:05.258640,S2,P9,LOAD
2025-07-21T15:07:05.616954,S1,P7,PROCESS
2025-07-21T15:07:08.593288,S2,P9,PROCESS
2025-07-21T15:07:10.635532,S3,P5,LOAD
2025-07-21T15:07:13.762495,S2,P9,UNLOAD
2025-07-21T15:07:14.657649,S3,P5,PROCESS
2025-07-21T15:07:15.650274,S2,P9,TRANSFER
2025-07-21T15:07:16.892256,S5,P12,UNLOAD
2025-07-21T15:07:17.881059,S1,P7,UNLOAD
2025-07-21T15:07:18.676961,S5,P12,BLOCK
2025-07-21T15:07:20.584178,S1,P7,TRANSFER
2025-07-21T15:07:21.024701,S1,P8,LOAD
2025-07-21T15:07:21.129170,S5,P12,TRANSFER
2025-07-21T15:07:21.306895,S5,P1,LOAD
2025-07-21T15:07:21.765091,S3,P5,UNLOAD
2025-07-21T15:07:24.514423,S3,P5,TRANSFER
2025-07-21T15:07:24.664788,S5,P1,PROCESS
2025-07-21T15:07:25.312835,S1,P8,PROCESS
2025-07-21T15:07:25.480939,S2,P7,LOAD
2025-07-21T15:07:28.875937,S2,P7,PROCESS
2025-07-21T15:07:30.171172,S3,P9,LOAD
2025-07-21T15:07:33.030021,S2,P7,UNLOAD
2025-07-21T15:07:34.194388,S3,P9,PROCESS
2025-07-21T15:07:34.887225,S2,P7,TRANSFER
2025-07-21T15:07:35.871070,S5,P1,UNLOAD
2025-07-21T15:07:37.627079,S5,P1,BLOCK
2025-07-21T15:07:38.058981,S1,P8,UNLOAD
2025-07-21T15:07:40.735318,S1,P8,TRANSFER
2025-07-21T15:07:41.105197,S1,P6,LOAD
2025-07-21T15:07:41.216113,S5,P1,TRANSFER
2025-07-21T15:07:41.402173,S5,P2,LOAD
2025-07-21T15:07:42.367482,S3,P9,UNLOAD
2025-07-21T15:07:44.685076,S5,P2,PROCESS
2025-07-21T15:07:45.138177,S3,P9,TRANSFER
2025-07-21T15:07:45.415577,S1,P6,PROCESS
2025-07-21T15:07:45.638745,S2,P8,LOAD
2025-07-21T15:07:49.035691,S2,P8,PROCESS
2025-07-21T15:07:49.608156,S3,P7,LOAD
2025-07-21T15:07:53.625485,S3,P7,PROCESS
2025-07-21T15:07:54.353206,S2,P8,UNLOAD
2025-07-21T15:07:55.312628,S1,P6,UNLOAD
2025-07-21T15:07:56.149815,S2,P8,TRANSFER
2025-07-21T15:07:57.837795,S5,P2,UNLOAD
2025-07-21T15:07:57.980247,S1,P6,TRANSFER
2025-07-21T15:07:58.415870,S1,P10,LOAD
2025-07-21T15:07:59.694504,S5,P2,TRANSFER
2025-07-21T15:08:00.072875,S5,P3,LOAD
2025-07-21T15:08:01.442615,S3,P7,UNLOAD
2025-07-21T15:08:02.567330,S2,P6,LOAD
2025-07-21T15:08:02.730817,S1,P10,PROCESS
2025-07-21T15:08:03.497498,S5,P3,PROCESS
2025-07-21T15:08:04.118286,S3,P7,TRANSFER
2025-07-21T15:08:05.908017,S2,P6,PROCESS
2025-07-21T15:08:10.954104,S3,P8,LOAD
2025-07-21T15:08:11.285532,S2,P6,UNLOAD
2025-07-21T15:08:13.178961,S2,P6,TRANSFER
2025-07-21T15:08:14.721930,S5,P3,UNLOAD
2025-07-21T15:08:14.972612,S3,P8,PROCESS
2025-07-21T15:08:15.120930,S1,P10,UNLOAD
2025-07-21T15:08:16.482184,S5,P3,BLOCK
2025-07-21T15:08:17.832754,S1,P10,TRANSFER
2025-07-21T15:08:18.185038,S5,P3,TRANSFER
2025-07-21T15:08:18.221945,S1,P11,LOAD
2025-07-21T15:08:18.377071,S5,P4,LOAD
2025-07-21T15:08:20.801659,S3,P8,UNLOAD
2025-07-21T15:08:21.673094,S5,P4,PROCESS
2025-07-21T15:08:22.351311,S2,P10,LOAD
2025-07-21T15:08:22.461876,S1,P11,PROCESS
2025-07-21T15:08:23.576903,S3,P8,TRANSFER
2025-07-21T15:08:25.733147,S2,P10,PROCESS
2025-07-21T15:08:27.604336,S3,P6,LOAD
2025-07-21T15:08:31.610256,S2,P10,UNLOAD
2025-07-21T15:08:31.627642,S3,P6,PROCESS
2025-07-21T15:08:33.146822,S5,P4,UNLOAD
2025-07-21T15:08:33.492956,S2,P10,TRANSFER
2025-07-21T15:08:33.524517,S1,P11,UNLOAD
2025-07-21T15:08:34.951083,S5,P4,BLOCK
2025-07-21T15:08:36.440209,S1,P11,TRANSFER
2025-07-21T15:08:36.895612,S1,P12,LOAD
2025-07-21T15:08:36.895712,S5,P4,TRANSFER
2025-07-21T15:08:37.091937,S5,P5,LOAD
2025-07-21T15:08:37.845993,S3,P6,UNLOAD
2025-07-21T15:08:40.352986,S2,P11,LOAD
2025-07-21T15:08:40.387649,S5,P5,PROCESS
2025-07-21T15:08:40.687148,S3,P6,TRANSFER
2025-07-21T15:08:41.143733,S1,P12,PROCESS
2025-07-21T15:08:43.747751,S2,P11,PROCESS
2025-07-21T15:08:47.778979,S3,P10,LOAD
2025-07-21T15:08:48.661977,S2,P11,UNLOAD
2025-07-21T15:08:50.487180,S2,P11,TRANSFER
2025-07-21T15:08:51.559218,S5,P5,UNLOAD
2025-07-21T15:08:51.805907,S3,P10,PROCESS
2025-07-21T15:08:52.285642,S1,P12,UNLOAD
2025-07-21T15:08:53.306185,S5,P5,BLOCK
2025-07-21T15:08:54.924984,S1,P12,TRANSFER
2025-07-21T15:08:55.347498,S5,P5,TRANSFER
2025-07-21T15:08:55.383892,S1,P1,LOAD
2025-07-21T15:08:55.527944,S5,P9,LOAD
2025-07-21T15:08:58.244988,S3,P10,UNLOAD
2025-07-21T15:08:58.884505,S5,P9,PROCESS
2025-07-21T15:08:59.666520,S2,P12,LOAD
2025-07-21T15:08:59.698867,S1,P1,PROCESS
2025-07-21T15:09:00.955387,S3,P10,TRANSFER
2025-07-21T15:09:03.050034,S2,P12,PROCESS
2025-07-21T15:09:04.852240,S3,P11,LOAD
2025-07-21T15:09:08.321835,S2,P12,UNLOAD
2025-07-21T15:09:08.881163,S3,P11,PROCESS
2025-07-21T15:09:10.129239,S2,P12,TRANSFER
2025-07-21T15:09:10.536756,S5,P9,UNLOAD
2025-07-21T15:09:10.923903,S1,P1,UNLOAD
2025-07-21T15:09:12.242823,S5,P9,BLOCK
2025-07-21T15:09:13.634254,S1,P1,TRANSFER
2025-07-21T15:09:14.038893,S5,P9,TRANSFER
2025-07-21T15:09:14.052003,S1,P2,LOAD
2025-07-21T15:09:14.216481,S5,P7,LOAD
2025-07-21T15:09:16.038953,S3,P11,UNLOAD
2025-07-21T15:09:17.558138,S5,P7,PROCESS
2025-07-21T15:09:18.282257,S1,P2,PROCESS
2025-07-21T15:09:18.340971,S2,P1,LOAD
2025-07-21T15:09:18.805032,S3,P11,TRANSFER
2025-07-21T15:09:21.780950,S2,P1,PROCESS
2025-07-21T15:09:24.612627,S3,P12,LOAD
2025-07-21T15:09:26.388918,S2,P1,UNLOAD
2025-07-21T15:09:28.205728,S2,P1,TRANSFER
2025-07-21T15:09:28.585665,S3,P12,PROCESS
2025-07-21T15:09:30.187081,S5,P7,UNLOAD
2025-07-21T15:09:31.734197,S1,P2,UNLOAD
2025-07-21T15:09:31.927372,S5,P7,BLOCK
2025-07-21T15:09:34.517372,S1,P2,TRANSFER
2025-07-21T15:09:35.014827,S1,P3,LOAD
2025-07-21T15:09:35.024178,S5,P7,TRANSFER
2025-07-21T15:09:35.213940,S5,P8,LOAD
2025-07-21T15:09:36.088116,S3,P12,UNLOAD
2025-07-21T15:09:38.574154,S5,P8,PROCESS
2025-07-21T15:09:38.955699,S3,P12,TRANSFER
2025-07-21T15:09:39.245766,S2,P2,LOAD
2025-07-21T15:09:39.391839,S1,P3,PROCESS
2025-07-21T15:09:42.627056,S3,P1,LOAD
2025-07-21T15:09:42.639609,S2,P2,PROCESS
2025-07-21T15:09:46.662385,S3,P1,PROCESS
2025-07-21T15:09:47.150263,S2,P2,UNLOAD
2025-07-21T15:09:49.119275,S2,P2,TRANSFER
2025-07-21T15:09:50.974092,S1,P3,UNLOAD
2025-07-21T15:09:51.058136,S5,P8,UNLOAD
2025-07-21T15:09:52.817943,S5,P8,BLOCK
2025-07-21T15:09:53.652967,S1,P3,TRANSFER
2025-07-21T15:09:54.137736,S5,P8,TRANSFER
2025-07-21T15:09:54.168805,S1,P4,LOAD
2025-07-21T15:09:54.322336,S5,P6,LOAD
2025-07-21T15:09:55.039657,S3,P1,UNLOAD
2025-07-21T15:09:57.618303,S5,P6,PROCESS
2025-07-21T15:09:57.883759,S3,P1,TRANSFER
2025-07-21T15:09:58.369783,S2,P3,LOAD
2025-07-21T15:09:58.419986,S1,P4,PROCESS
2025-07-21T15:10:01.791010,S2,P3,PROCESS
2025-07-21T15:10:03.475598,S3,P2,LOAD
2025-07-21T15:10:07.056375,S2,P3,UNLOAD
2025-07-21T15:10:07.493187,S3,P2,PROCESS
2025-07-21T15:10:08.670797,S5,P6,UNLOAD
2025-07-21T15:10:08.905146,S2,P3,TRANSFER
2025-07-21T15:10:10.372457,S1,P4,UNLOAD
2025-07-21T15:10:10.415507,S5,P6,BLOCK
2025-07-21T15:10:13.194221,S1,P4,TRANSFER
2025-07-21T15:10:13.686082,S1,P5,LOAD
2025-07-21T15:10:13.791875,S5,P6,TRANSFER
2025-07-21T15:10:14.046874,S5,P10,LOAD
2025-07-21T15:10:14.340770,S3,P2,UNLOAD
2025-07-21T15:10:17.107047,S3,P2,TRANSFER
2025-07-21T15:10:17.436645,S5,P10,PROCESS
2025-07-21T15:10:17.873016,S2,P4,LOAD
2025-07-21T15:10:18.012601,S1,P5,PROCESS
2025-07-21T15:10:21.315091,S2,P4,PROCESS
2025-07-21T15:10:23.676404,S3,P3,LOAD
2025-07-21T15:10:25.462562,S2,P4,UNLOAD
2025-07-21T15:10:27.290240,S2,P4,TRANSFER
2025-07-21T15:10:27.649191,S3,P3,PROCESS
2025-07-21T15:10:29.020980,S1,P5,UNLOAD
2025-07-21T15:10:29.951550,S5,P10,UNLOAD
2025-07-21T15:10:31.938790,S1,P5,TRANSFER
2025-07-21T15:10:32.195410,S5,P10,BLOCK
2025-07-21T15:10:32.381781,S1,P9,LOAD
2025-07-21T15:10:32.386886,S5,P10,TRANSFER
2025-07-21T15:10:32.582188,S5,P11,LOAD
2025-07-21T15:10:35.201990,S3,P3,UNLOAD
2025-07-21T15:10:35.895387,S5,P11,PROCESS
2025-07-21T15:10:36.516583,S2,P5,LOAD
2025-07-21T15:10:36.626023,S1,P9,PROCESS
2025-07-21T15:10:38.045691,S3,P3,TRANSFER
2025-07-21T15:10:39.912257,S2,P5,PROCESS
2025-07-21T15:10:41.268090,S3,P4,LOAD
2025-07-21T15:10:44.882958,S2,P5,UNLOAD
2025-07-21T15:10:45.235732,S3,P4,PROCESS
2025-07-21T15:10:46.723161,S2,P5,TRANSFER
2025-07-21T15:10:48.473453,S5,P11,UNLOAD
2025-07-21T15:10:49.462001,S1,P9,UNLOAD
2025-07-21T15:10:50.221151,S5,P11,BLOCK
2025-07-21T15:10:52.056780,S1,P9,TRANSFER
2025-07-21T15:10:52.471698,S5,P11,TRANSFER
2025-07-21T15:10:52.499512,S1,P7,LOAD
2025-07-21T15:10:52.545441,S3,P4,UNLOAD
2025-07-21T15:10:52.657134,S5,P12,LOAD
2025-07-21T15:10:55.335438,S3,P4,TRANSFER
2025-07-21T15:10:56.036400,S5,P12,PROCESS
2025-07-21T15:10:56.737891,S2,P9,LOAD
2025-07-21T15:10:56.831570,S1,P7,PROCESS
2025-07-21T15:11:00.126717,S2,P9,PROCESS
2025-07-21T15:11:01.459025,S3,P5,LOAD
2025-07-21T15:11:03.617219,S2,P9,UNLOAD
2025-07-21T15:11:05.486081,S2,P9,TRANSFER
2025-07-21T15:11:05.496568,S3,P5,PROCESS
2025-07-21T15:11:08.353858,S5,P12,UNLOAD
2025-07-21T15:11:09.305812,S1,P7,UNLOAD
2025-07-21T15:11:10.246424,S5,P12,BLOCK
2025-07-21T15:11:11.624234,S3,P5,UNLOAD
2025-07-21T15:11:12.102229,S1,P7,TRANSFER
2025-07-21T15:11:12.595782,S5,P12,TRANSFER
2025-07-21T15:11:12.606551,S1,P8,LOAD
2025-07-21T15:11:12.772937,S5,P1,LOAD
2025-07-21T15:11:14.396232,S3,P5,TRANSFER
2025-07-21T15:11:16.076297,S5,P1,PROCESS
2025-07-21T15:11:16.742610,S2,P7,LOAD
2025-07-21T15:11:16.930881,S1,P8,PROCESS
2025-07-21T15:11:19.878241,S3,P9,LOAD
2025-07-21T15:11:20.137658,S2,P7,PROCESS
2025-07-21T15:11:23.897996,S3,P9,PROCESS
2025-07-21T15:11:24.393147,S2,P7,UNLOAD
2025-07-21T15:11:26.243163,S2,P7,TRANSFER
2025-07-21T15:11:28.100982,S5,P1,UNLOAD
2025-07-21T15:11:29.724745,S1,P8,UNLOAD
2025-07-21T15:11:30.091366,S5,P1,BLOCK
2025-07-21T15:11:30.806287,S3,P9,UNLOAD
2025-07-21T15:11:32.473910,S1,P8,TRANSFER
2025-07-21T15:11:32.862862,S5,P1,TRANSFER
2025-07-21T15:11:32.920537,S1,P6,LOAD
2025-07-21T15:11:33.042950,S5,P2,LOAD
2025-07-21T15:11:33.807437,S3,P9,TRANSFER
2025-07-21T15:11:36.326709,S5,P2,PROCESS
2025-07-21T15:11:37.135475,S1,P6,PROCESS
2025-07-21T15:11:37.264971,S2,P8,LOAD
2025-07-21T15:11:40.565651,S3,P7,LOAD
2025-07-21T15:11:40.728600,S2,P8,PROCESS
2025-07-21T15:11:44.533054,S3,P7,PROCESS
2025-07-21T15:11:46.051973,S2,P8,UNLOAD
2025-07-21T15:11:47.948713,S2,P8,TRANSFER
2025-07-21T15:11:48.387557,S5,P2,UNLOAD
2025-07-21T15:11:48.453581,S1,P6,UNLOAD
2025-07-21T15:11:50.283455,S5,P2,BLOCK
2025-07-21T15:11:51.193025,S1,P6,TRANSFER
2025-07-21T15:11:51.239628,S3,P7,UNLOAD
2025-07-21T15:11:51.603154,S5,P2,TRANSFER
2025-07-21T15:11:51.617398,S1,P10,LOAD
2025-07-21T15:11:51.775689,S5,P3,LOAD
2025-07-21T15:11:54.116588,S3,P7,TRANSFER
2025-07-21T15:11:55.061149,S5,P3,PROCESS
2025-07-21T15:11:55.848663,S2,P6,LOAD
2025-07-21T15:11:55.947517,S1,P10,PROCESS
2025-07-21T15:11:59.245322,S2,P6,PROCESS
2025-07-21T15:12:02.336131,S3,P8,LOAD
2025-07-21T15:12:03.649126,S2,P6,UNLOAD
2025-07-21T15:12:05.489248,S2,P6,TRANSFER
2025-07-21T15:12:06.356867,S3,P8,PROCESS
2025-07-21T15:12:07.028906,S5,P3,UNLOAD
2025-07-21T15:12:08.128576,S1,P10,UNLOAD
2025-07-21T15:12:08.975505,S5,P3,BLOCK
2025-07-21T15:12:10.989482,S1,P10,TRANSFER
2025-07-21T15:12:11.473204,S5,P3,TRANSFER
2025-07-21T15:12:11.487464,S1,P11,LOAD
2025-07-21T15:12:11.670834,S5,P4,LOAD
2025-07-21T15:12:14.123051,S3,P8,UNLOAD
2025-07-21T15:12:14.955236,S5,P4,PROCESS
2025-07-21T15:12:15.609037,S2,P10,LOAD
2025-07-21T15:12:15.797217,S1,P11,PROCESS
2025-07-21T15:12:16.938102,S3,P8,TRANSFER
2025-07-21T15:12:19.001325,S2,P10,PROCESS
2025-07-21T15:12:20.086940,S3,P6,LOAD
2025-07-21T15:12:23.457525,S2,P10,UNLOAD
2025-07-21T15:12:24.105612,S3,P6,PROCESS
2025-07-21T15:12:25.302591,S2,P10,TRANSFER
2025-07-21T15:12:26.675146,S5,P4,UNLOAD
2025-07-21T15:12:28.141926,S1,P11,UNLOAD
2025-07-21T15:12:28.704172,S5,P4,BLOCK
2025-07-21T15:12:30.846009,S1,P11,TRANSFER
2025-07-21T15:12:31.161048,S5,P4,TRANSFER
2025-07-21T15:12:31.272239,S1,P12,LOAD
2025-07-21T15:12:31.344380,S5,P5,LOAD
2025-07-21T15:12:32.029537,S3,P6,UNLOAD
2025-07-21T15:12:34.706976,S5,P5,PROCESS
2025-07-21T15:12:34.767076,S3,P6,TRANSFER
2025-07-21T15:12:35.576985,S1,P12,PROCESS
2025-07-21T15:12:35.612595,S2,P11,LOAD
2025-07-21T15:12:38.951769,S2,P11,PROCESS
2025-07-21T15:12:39.632438,S3,P10,LOAD
2025-07-21T15:12:42.650820,S2,P11,UNLOAD
2025-07-21T15:12:43.646349,S3,P10,PROCESS
2025-07-21T15:12:44.501689,S2,P11,TRANSFER
2025-07-21T15:12:45.704335,S5,P5,UNLOAD
2025-07-21T15:12:46.183573,S1,P12,UNLOAD
2025-07-21T15:12:47.585750,S5,P5,BLOCK
